Funciones;Sexo;Edad;Periodo;Total
Tasa de mortalidad;Ambos sexos;99;1999;608,370602
Tasa de mortalidad;Ambos sexos;99;1998;651,072021
Tasa de mortalidad;Ambos sexos;99;1997;670,02848
Tasa de mortalidad;Ambos sexos;99;1996;629,271667
Tasa de mortalidad;Ambos sexos;99;1995;532,39302
Tasa de mortalidad;Ambos sexos;99;1994;463,943421
Tasa de mortalidad;Ambos sexos;99;1993;464,152899
Tasa de mortalidad;Ambos sexos;99;1992;422,877847
Tasa de mortalidad;Ambos sexos;99;1991;392,873479
Tasa de mortalidad;Hombres;0;2020;2,729722
Tasa de mortalidad;Hombres;0;2019;2,838433
Tasa de mortalidad;Hombres;0;2018;2,76145
Tasa de mortalidad;Hombres;0;2017;2,912274
Tasa de mortalidad;Hombres;0;2016;3,00513
Tasa de mortalidad;Hombres;0;2015;2,843464
Tasa de mortalidad;Hombres;0;2014;3,017831
Tasa de mortalidad;Hombres;0;2013;2,772784
Tasa de mortalidad;Hombres;0;2012;3,187696
Tasa de mortalidad;Hombres;0;2011;3,25092
Tasa de mortalidad;Hombres;0;2010;3,239755
Tasa de mortalidad;Hombres;0;2009;3,349675
Tasa de mortalidad;Hombres;0;2008;3,702649
Tasa de mortalidad;Hombres;0;2007;3,65724
Tasa de mortalidad;Hombres;0;2006;3,959296
Tasa de mortalidad;Hombres;0;2005;4,1932
Tasa de mortalidad;Hombres;0;2004;4,40807
Tasa de mortalidad;Hombres;0;2003;4,289818
Tasa de mortalidad;Hombres;0;2002;4,572964
Tasa de mortalidad;Hombres;0;2001;4,368263
Tasa de mortalidad;Hombres;0;2000;4,733664
Tasa de mortalidad;Hombres;0;1999;4,854905
Tasa de mortalidad;Hombres;0;1998;5,16744
Tasa de mortalidad;Hombres;0;1997;5,556987
Tasa de mortalidad;Hombres;0;1996;6,262547
Tasa de mortalidad;Hombres;0;1995;5,781998
Tasa de mortalidad;Hombres;0;1994;6,563539
Tasa de mortalidad;Hombres;0;1993;7,296688
Tasa de mortalidad;Hombres;0;1992;7,830006
Tasa de mortalidad;Hombres;0;1991;8,003055
Tasa de mortalidad;Hombres;1;2020;0,225551
Tasa de mortalidad;Hombres;1;2019;0,225199
Tasa de mortalidad;Hombres;1;2018;0,229199
Tasa de mortalidad;Hombres;1;2017;0,240908
Tasa de mortalidad;Hombres;1;2016;0,291087
Tasa de mortalidad;Hombres;1;2015;0,213121
Tasa de mortalidad;Hombres;1;2014;0,242869
Tasa de mortalidad;Hombres;1;2013;0,204756
Tasa de mortalidad;Hombres;1;2012;0,250781
Tasa de mortalidad;Hombres;1;2011;0,277078
Tasa de mortalidad;Hombres;1;2010;0,282046
Tasa de mortalidad;Hombres;1;2009;0,292978
Tasa de mortalidad;Hombres;1;2008;0,274774
Tasa de mortalidad;Hombres;1;2007;0,306351
Tasa de mortalidad;Hombres;1;2006;0,319961
Tasa de mortalidad;Hombres;1;2005;0,337306
Tasa de mortalidad;Hombres;1;2004;0,333611
Tasa de mortalidad;Hombres;1;2003;0,406696
Tasa de mortalidad;Hombres;1;2002;0,372784
Tasa de mortalidad;Hombres;1;2001;0,379573
Tasa de mortalidad;Hombres;1;2000;0,451755
Tasa de mortalidad;Hombres;1;1999;0,480993
Tasa de mortalidad;Hombres;1;1998;0,363058
Tasa de mortalidad;Hombres;1;1997;0,450411
Tasa de mortalidad;Hombres;1;1996;0,498159
Tasa de mortalidad;Hombres;1;1995;0,530056
Tasa de mortalidad;Hombres;1;1994;0,546457
Tasa de mortalidad;Hombres;1;1993;0,62994
Tasa de mortalidad;Hombres;1;1992;0,694977
Tasa de mortalidad;Hombres;1;1991;0,736836
Tasa de mortalidad;Hombres;2;2020;0,123453
Tasa de mortalidad;Hombres;2;2019;0,150425
Tasa de mortalidad;Hombres;2;2018;0,132581
Tasa de mortalidad;Hombres;2;2017;0,148747
Tasa de mortalidad;Hombres;2;2016;0,112889
Tasa de mortalidad;Hombres;2;2015;0,150055
Tasa de mortalidad;Hombres;2;2014;0,159387
Tasa de mortalidad;Hombres;2;2013;0,162641
Tasa de mortalidad;Hombres;2;2012;0,146869
Tasa de mortalidad;Hombres;2;2011;0,179226
Tasa de mortalidad;Hombres;2;2010;0,174719
Tasa de mortalidad;Hombres;2;2009;0,187373
Tasa de mortalidad;Hombres;2;2008;0,171522
Tasa de mortalidad;Hombres;2;2007;0,196835
Tasa de mortalidad;Hombres;2;2006;0,193927
Tasa de mortalidad;Hombres;2;2005;0,224178
Tasa de mortalidad;Hombres;2;2004;0,255439
Tasa de mortalidad;Hombres;2;2003;0,300539
Tasa de mortalidad;Hombres;2;2002;0,260932
Tasa de mortalidad;Hombres;2;2001;0,263153
Tasa de mortalidad;Hombres;2;2000;0,284744
Tasa de mortalidad;Hombres;2;1999;0,202761
Tasa de mortalidad;Hombres;2;1998;0,347931
Tasa de mortalidad;Hombres;2;1997;0,327996
Tasa de mortalidad;Hombres;2;1996;0,457465
Tasa de mortalidad;Hombres;2;1995;0,332316
Tasa de mortalidad;Hombres;2;1994;0,378039
Tasa de mortalidad;Hombres;2;1993;0,380782
Tasa de mortalidad;Hombres;2;1992;0,423737
Tasa de mortalidad;Hombres;2;1991;0,459292
Tasa de mortalidad;Hombres;3;2020;0,120798
Tasa de mortalidad;Hombres;3;2019;0,09019
Tasa de mortalidad;Hombres;3;2018;0,124872
Tasa de mortalidad;Hombres;3;2017;0,116535
Tasa de mortalidad;Hombres;3;2016;0,070338
Tasa de mortalidad;Hombres;3;2015;0,104751
Tasa de mortalidad;Hombres;3;2014;0,105936
Tasa de mortalidad;Hombres;3;2013;0,115485
Tasa de mortalidad;Hombres;3;2012;0,114512
Tasa de mortalidad;Hombres;3;2011;0,140246
Tasa de mortalidad;Hombres;3;2010;0,112783
Tasa de mortalidad;Hombres;3;2009;0,20214
Tasa de mortalidad;Hombres;3;2008;0,125608
Tasa de mortalidad;Hombres;3;2007;0,195268
Tasa de mortalidad;Hombres;3;2006;0,169188
Tasa de mortalidad;Hombres;3;2005;0,175732
Tasa de mortalidad;Hombres;3;2004;0,189604
Tasa de mortalidad;Hombres;3;2003;0,241108
Tasa de mortalidad;Hombres;3;2002;0,228394
Tasa de mortalidad;Hombres;3;2001;0,230883
Tasa de mortalidad;Hombres;3;2000;0,21861
Tasa de mortalidad;Hombres;3;1999;0,160294
Tasa de mortalidad;Hombres;3;1998;0,216497
Tasa de mortalidad;Hombres;3;1997;0,282351
Tasa de mortalidad;Hombres;3;1996;0,351544
Tasa de mortalidad;Hombres;3;1995;0,274249
Tasa de mortalidad;Hombres;3;1994;0,37433
Tasa de mortalidad;Hombres;3;1993;0,328347
Tasa de mortalidad;Hombres;3;1992;0,38438
Tasa de mortalidad;Hombres;3;1991;0,287562
Tasa de mortalidad;Hombres;4;2020;0,080294
Tasa de mortalidad;Hombres;4;2019;0,110071
Tasa de mortalidad;Hombres;4;2018;0,13759
Tasa de mortalidad;Hombres;4;2017;0,069925
Tasa de mortalidad;Hombres;4;2016;0,100321
Tasa de mortalidad;Hombres;4;2015;0,057065
Tasa de mortalidad;Hombres;4;2014;0,083898
Tasa de mortalidad;Hombres;4;2013;0,111106
Tasa de mortalidad;Hombres;4;2012;0,113738
Tasa de mortalidad;Hombres;4;2011;0,089221
Tasa de mortalidad;Hombres;4;2010;0,134335
Tasa de mortalidad;Hombres;4;2009;0,153031
Tasa de mortalidad;Hombres;4;2008;0,110903
Tasa de mortalidad;Hombres;4;2007;0,124086
Tasa de mortalidad;Hombres;4;2006;0,124619
Tasa de mortalidad;Hombres;4;2005;0,196285
Tasa de mortalidad;Hombres;4;2004;0,113719
Tasa de mortalidad;Hombres;4;2003;0,143988
Tasa de mortalidad;Hombres;4;2002;0,180968
Tasa de mortalidad;Hombres;4;2001;0,201891
Tasa de mortalidad;Hombres;4;2000;0,165327
Tasa de mortalidad;Hombres;4;1999;0,184451
Tasa de mortalidad;Hombres;4;1998;0,194811
Tasa de mortalidad;Hombres;4;1997;0,261968
Tasa de mortalidad;Hombres;4;1996;0,283303
Tasa de mortalidad;Hombres;4;1995;0,279638
Tasa de mortalidad;Hombres;4;1994;0,311962
Tasa de mortalidad;Hombres;4;1993;0,265976
Tasa de mortalidad;Hombres;4;1992;0,276665
Tasa de mortalidad;Hombres;4;1991;0,265858
Tasa de mortalidad;Hombres;5;2020;0,078432
Tasa de mortalidad;Hombres;5;2019;0,065795
Tasa de mortalidad;Hombres;5;2018;0,104083
Tasa de mortalidad;Hombres;5;2017;0,066598
Tasa de mortalidad;Hombres;5;2016;0,097702
Tasa de mortalidad;Hombres;5;2015;0,104006
Tasa de mortalidad;Hombres;5;2014;0,096079
Tasa de mortalidad;Hombres;5;2013;0,083675
Tasa de mortalidad;Hombres;5;2012;0,11643
Tasa de mortalidad;Hombres;5;2011;0,086777
Tasa de mortalidad;Hombres;5;2010;0,080323
Tasa de mortalidad;Hombres;5;2009;0,138877
Tasa de mortalidad;Hombres;5;2008;0,211613
Tasa de mortalidad;Hombres;5;2007;0,100953
Tasa de mortalidad;Hombres;5;2006;0,139518
Tasa de mortalidad;Hombres;5;2005;0,126039
Tasa de mortalidad;Hombres;5;2004;0,131701
Tasa de mortalidad;Hombres;5;2003;0,131427
Tasa de mortalidad;Hombres;5;2002;0,135993
Tasa de mortalidad;Hombres;5;2001;0,175212
Tasa de mortalidad;Hombres;5;2000;0,194598
Tasa de mortalidad;Hombres;5;1999;0,204772
Tasa de mortalidad;Hombres;5;1998;0,26642
Tasa de mortalidad;Hombres;5;1997;0,199748
Tasa de mortalidad;Hombres;5;1996;0,171007
Tasa de mortalidad;Hombres;5;1995;0,179371
Tasa de mortalidad;Hombres;5;1994;0,225894
Tasa de mortalidad;Hombres;5;1993;0,17071
Tasa de mortalidad;Hombres;5;1992;0,218265
Tasa de mortalidad;Hombres;5;1991;0,278607
Tasa de mortalidad;Hombres;6;2020;0,06082
Tasa de mortalidad;Hombres;6;2019;0,060068
Tasa de mortalidad;Hombres;6;2018;0,074457
Tasa de mortalidad;Hombres;6;2017;0,073077
Tasa de mortalidad;Hombres;6;2016;0,076005
Tasa de mortalidad;Hombres;6;2015;0,080839
Tasa de mortalidad;Hombres;6;2014;0,106825
Tasa de mortalidad;Hombres;6;2013;0,0973
Tasa de mortalidad;Hombres;6;2012;0,074931
Tasa de mortalidad;Hombres;6;2011;0,124243
Tasa de mortalidad;Hombres;6;2010;0,077445
Tasa de mortalidad;Hombres;6;2009;0,105238
Tasa de mortalidad;Hombres;6;2008;0,08675
Tasa de mortalidad;Hombres;6;2007;0,101868
Tasa de mortalidad;Hombres;6;2006;0,146922
Tasa de mortalidad;Hombres;6;2005;0,129657
Tasa de mortalidad;Hombres;6;2004;0,114152
Tasa de mortalidad;Hombres;6;2003;0,163526
Tasa de mortalidad;Hombres;6;2002;0,193332
Tasa de mortalidad;Hombres;6;2001;0,141408
Tasa de mortalidad;Hombres;6;2000;0,189147
Tasa de mortalidad;Hombres;6;1999;0,226541
Tasa de mortalidad;Hombres;6;1998;0,184649
Tasa de mortalidad;Hombres;6;1997;0,214107
Tasa de mortalidad;Hombres;6;1996;0,25071
Tasa de mortalidad;Hombres;6;1995;0,214956
Tasa de mortalidad;Hombres;6;1994;0,216853
Tasa de mortalidad;Hombres;6;1993;0,249411
Tasa de mortalidad;Hombres;6;1992;0,237061
Tasa de mortalidad;Hombres;6;1991;0,263154
Tasa de mortalidad;Hombres;7;2020;0,046814
Tasa de mortalidad;Hombres;7;2019;0,065603
Tasa de mortalidad;Hombres;7;2018;0,072726
Tasa de mortalidad;Hombres;7;2017;0,059878
Tasa de mortalidad;Hombres;7;2016;0,084681
Tasa de mortalidad;Hombres;7;2015;0,076413
Tasa de mortalidad;Hombres;7;2014;0,105327
Tasa de mortalidad;Hombres;7;2013;0,079064
Tasa de mortalidad;Hombres;7;2012;0,1002
Tasa de mortalidad;Hombres;7;2011;0,08545
Tasa de mortalidad;Hombres;7;2010;0,105007
Tasa de mortalidad;Hombres;7;2009;0,081934
Tasa de mortalidad;Hombres;7;2008;0,139814
Tasa de mortalidad;Hombres;7;2007;0,117263
Tasa de mortalidad;Hombres;7;2006;0,151185
Tasa de mortalidad;Hombres;7;2005;0,117259
Tasa de mortalidad;Hombres;7;2004;0,115392
Tasa de mortalidad;Hombres;7;2003;0,148299
Tasa de mortalidad;Hombres;7;2002;0,175545
Tasa de mortalidad;Hombres;7;2001;0,117144
Tasa de mortalidad;Hombres;7;2000;0,157301
Tasa de mortalidad;Hombres;7;1999;0,15508
Tasa de mortalidad;Hombres;7;1998;0,164775
Tasa de mortalidad;Hombres;7;1997;0,148651
Tasa de mortalidad;Hombres;7;1996;0,223141
Tasa de mortalidad;Hombres;7;1995;0,220273
Tasa de mortalidad;Hombres;7;1994;0,248072
Tasa de mortalidad;Hombres;7;1993;0,213544
Tasa de mortalidad;Hombres;7;1992;0,241018
Tasa de mortalidad;Hombres;7;1991;0,236208
Tasa de mortalidad;Hombres;8;2020;0,040676
Tasa de mortalidad;Hombres;8;2019;0,056088
Tasa de mortalidad;Hombres;8;2018;0,087401
Tasa de mortalidad;Hombres;8;2017;0,076828
Tasa de mortalidad;Hombres;8;2016;0,064912
Tasa de mortalidad;Hombres;8;2015;0,097566
Tasa de mortalidad;Hombres;8;2014;0,067322
Tasa de mortalidad;Hombres;8;2013;0,104393
Tasa de mortalidad;Hombres;8;2012;0,089512
Tasa de mortalidad;Hombres;8;2011;0,075506
Tasa de mortalidad;Hombres;8;2010;0,073166
Tasa de mortalidad;Hombres;8;2009;0,060717
Tasa de mortalidad;Hombres;8;2008;0,115459
Tasa de mortalidad;Hombres;8;2007;0,115995
Tasa de mortalidad;Hombres;8;2006;0,196939
Tasa de mortalidad;Hombres;8;2005;0,098722
Tasa de mortalidad;Hombres;8;2004;0,175925
Tasa de mortalidad;Hombres;8;2003;0,156836
Tasa de mortalidad;Hombres;8;2002;0,13061
Tasa de mortalidad;Hombres;8;2001;0,166451
Tasa de mortalidad;Hombres;8;2000;0,154664
Tasa de mortalidad;Hombres;8;1999;0,120666
Tasa de mortalidad;Hombres;8;1998;0,2146
Tasa de mortalidad;Hombres;8;1997;0,113248
Tasa de mortalidad;Hombres;8;1996;0,167741
Tasa de mortalidad;Hombres;8;1995;0,201048
Tasa de mortalidad;Hombres;8;1994;0,225674
Tasa de mortalidad;Hombres;8;1993;0,261098
Tasa de mortalidad;Hombres;8;1992;0,182647
Tasa de mortalidad;Hombres;8;1991;0,202343
Tasa de mortalidad;Hombres;9;2020;0,043733
Tasa de mortalidad;Hombres;9;2019;0,055141
Tasa de mortalidad;Hombres;9;2018;0,072624
Tasa de mortalidad;Hombres;9;2017;0,076164
Tasa de mortalidad;Hombres;9;2016;0,081826
Tasa de mortalidad;Hombres;9;2015;0,091077
Tasa de mortalidad;Hombres;9;2014;0,040216
Tasa de mortalidad;Hombres;9;2013;0,085594
Tasa de mortalidad;Hombres;9;2012;0,117393
Tasa de mortalidad;Hombres;9;2011;0,111677
Tasa de mortalidad;Hombres;9;2010;0,138271
Tasa de mortalidad;Hombres;9;2009;0,087996
Tasa de mortalidad;Hombres;9;2008;0,100469
Tasa de mortalidad;Hombres;9;2007;0,103715
Tasa de mortalidad;Hombres;9;2006;0,10666
Tasa de mortalidad;Hombres;9;2005;0,113787
Tasa de mortalidad;Hombres;9;2004;0,114378
Tasa de mortalidad;Hombres;9;2003;0,142702
Tasa de mortalidad;Hombres;9;2002;0,096573
Tasa de mortalidad;Hombres;9;2001;0,153957
Tasa de mortalidad;Hombres;9;2000;0,153824
Tasa de mortalidad;Hombres;9;1999;0,170756
Tasa de mortalidad;Hombres;9;1998;0,187594
Tasa de mortalidad;Hombres;9;1997;0,129707
Tasa de mortalidad;Hombres;9;1996;0,168155
Tasa de mortalidad;Hombres;9;1995;0,158443
Tasa de mortalidad;Hombres;9;1994;0,171958
Tasa de mortalidad;Hombres;9;1993;0,169831
Tasa de mortalidad;Hombres;9;1992;0,193798
Tasa de mortalidad;Hombres;9;1991;0,228643
Tasa de mortalidad;Hombres;10;2020;0,05474
Tasa de mortalidad;Hombres;10;2019;0,075846
Tasa de mortalidad;Hombres;10;2018;0,068216
Tasa de mortalidad;Hombres;10;2017;0,054382
Tasa de mortalidad;Hombres;10;2016;0,079062
Tasa de mortalidad;Hombres;10;2015;0,084464
Tasa de mortalidad;Hombres;10;2014;0,061232
Tasa de mortalidad;Hombres;10;2013;0,075586
Tasa de mortalidad;Hombres;10;2012;0,077289
Tasa de mortalidad;Hombres;10;2011;0,112044
Tasa de mortalidad;Hombres;10;2010;0,131346
Tasa de mortalidad;Hombres;10;2009;0,0995
Tasa de mortalidad;Hombres;10;2008;0,08806
Tasa de mortalidad;Hombres;10;2007;0,123635
Tasa de mortalidad;Hombres;10;2006;0,12165
Tasa de mortalidad;Hombres;10;2005;0,107798
Tasa de mortalidad;Hombres;10;2004;0,169376
Tasa de mortalidad;Hombres;10;2003;0,127841
Tasa de mortalidad;Hombres;10;2002;0,123399
Tasa de mortalidad;Hombres;10;2001;0,176794
Tasa de mortalidad;Hombres;10;2000;0,146247
Tasa de mortalidad;Hombres;10;1999;0,191124
Tasa de mortalidad;Hombres;10;1998;0,128957
Tasa de mortalidad;Hombres;10;1997;0,149171
Tasa de mortalidad;Hombres;10;1996;0,131326
Tasa de mortalidad;Hombres;10;1995;0,162901
Tasa de mortalidad;Hombres;10;1994;0,177249
Tasa de mortalidad;Hombres;10;1993;0,239284
Tasa de mortalidad;Hombres;10;1992;0,179938
Tasa de mortalidad;Hombres;10;1991;0,28865
Tasa de mortalidad;Hombres;11;2020;0,094211
Tasa de mortalidad;Hombres;11;2019;0,109129
Tasa de mortalidad;Hombres;11;2018;0,081198
Tasa de mortalidad;Hombres;11;2017;0,055171
Tasa de mortalidad;Hombres;11;2016;0,088334
Tasa de mortalidad;Hombres;11;2015;0,077564
Tasa de mortalidad;Hombres;11;2014;0,063082
Tasa de mortalidad;Hombres;11;2013;0,077401
Tasa de mortalidad;Hombres;11;2012;0,098961
Tasa de mortalidad;Hombres;11;2011;0,065416
Tasa de mortalidad;Hombres;11;2010;0,085477
Tasa de mortalidad;Hombres;11;2009;0,123806
Tasa de mortalidad;Hombres;11;2008;0,116791
Tasa de mortalidad;Hombres;11;2007;0,100252
Tasa de mortalidad;Hombres;11;2006;0,072277
Tasa de mortalidad;Hombres;11;2005;0,147786
Tasa de mortalidad;Hombres;11;2004;0,139776
Tasa de mortalidad;Hombres;11;2003;0,130355
Tasa de mortalidad;Hombres;11;2002;0,127159
Tasa de mortalidad;Hombres;11;2001;0,121804
Tasa de mortalidad;Hombres;11;2000;0,134375
Tasa de mortalidad;Hombres;11;1999;0,196909
Tasa de mortalidad;Hombres;11;1998;0,197834
Tasa de mortalidad;Hombres;11;1997;0,187225
Tasa de mortalidad;Hombres;11;1996;0,245433
Tasa de mortalidad;Hombres;11;1995;0,176576
Tasa de mortalidad;Hombres;11;1994;0,134507
Tasa de mortalidad;Hombres;11;1993;0,197314
Tasa de mortalidad;Hombres;11;1992;0,224042
Tasa de mortalidad;Hombres;11;1991;0,207668
Tasa de mortalidad;Hombres;12;2020;0,059824
Tasa de mortalidad;Hombres;12;2019;0,053738
Tasa de mortalidad;Hombres;12;2018;0,070583
Tasa de mortalidad;Hombres;12;2017;0,10805
Tasa de mortalidad;Hombres;12;2016;0,081496
Tasa de mortalidad;Hombres;12;2015;0,075661
Tasa de mortalidad;Hombres;12;2014;0,073156
Tasa de mortalidad;Hombres;12;2013;0,11199
Tasa de mortalidad;Hombres;12;2012;0,104501
Tasa de mortalidad;Hombres;12;2011;0,07617
Tasa de mortalidad;Hombres;12;2010;0,136791
Tasa de mortalidad;Hombres;12;2009;0,138621
Tasa de mortalidad;Hombres;12;2008;0,084456
Tasa de mortalidad;Hombres;12;2007;0,151416
Tasa de mortalidad;Hombres;12;2006;0,173584
Tasa de mortalidad;Hombres;12;2005;0,146954
Tasa de mortalidad;Hombres;12;2004;0,146594
Tasa de mortalidad;Hombres;12;2003;0,226432
Tasa de mortalidad;Hombres;12;2002;0,138593
Tasa de mortalidad;Hombres;12;2001;0,165544
Tasa de mortalidad;Hombres;12;2000;0,145698
Tasa de mortalidad;Hombres;12;1999;0,138646
Tasa de mortalidad;Hombres;12;1998;0,151583
Tasa de mortalidad;Hombres;12;1997;0,157441
Tasa de mortalidad;Hombres;12;1996;0,203908
Tasa de mortalidad;Hombres;12;1995;0,187511
Tasa de mortalidad;Hombres;12;1994;0,203601
Tasa de mortalidad;Hombres;12;1993;0,18092
Tasa de mortalidad;Hombres;12;1992;0,21982
Tasa de mortalidad;Hombres;12;1991;0,21606
Tasa de mortalidad;Hombres;13;2020;0,095344
Tasa de mortalidad;Hombres;13;2019;0,120608
Tasa de mortalidad;Hombres;13;2018;0,095506
Tasa de mortalidad;Hombres;13;2017;0,089258
Tasa de mortalidad;Hombres;13;2016;0,083811
Tasa de mortalidad;Hombres;13;2015;0,11174
Tasa de mortalidad;Hombres;13;2014;0,112033
Tasa de mortalidad;Hombres;13;2013;0,113291
Tasa de mortalidad;Hombres;13;2012;0,143067
Tasa de mortalidad;Hombres;13;2011;0,108908
Tasa de mortalidad;Hombres;13;2010;0,14232
Tasa de mortalidad;Hombres;13;2009;0,157802
Tasa de mortalidad;Hombres;13;2008;0,162879
Tasa de mortalidad;Hombres;13;2007;0,156722
Tasa de mortalidad;Hombres;13;2006;0,185434
Tasa de mortalidad;Hombres;13;2005;0,15355
Tasa de mortalidad;Hombres;13;2004;0,181968
Tasa de mortalidad;Hombres;13;2003;0,199624
Tasa de mortalidad;Hombres;13;2002;0,199509
Tasa de mortalidad;Hombres;13;2001;0,176308
Tasa de mortalidad;Hombres;13;2000;0,191303
Tasa de mortalidad;Hombres;13;1999;0,232636
Tasa de mortalidad;Hombres;13;1998;0,193943
Tasa de mortalidad;Hombres;13;1997;0,235016
Tasa de mortalidad;Hombres;13;1996;0,221028
Tasa de mortalidad;Hombres;13;1995;0,206212
Tasa de mortalidad;Hombres;13;1994;0,235153
Tasa de mortalidad;Hombres;13;1993;0,297966
Tasa de mortalidad;Hombres;13;1992;0,230683
Tasa de mortalidad;Hombres;13;1991;0,336241
Tasa de mortalidad;Hombres;14;2020;0,100462
Tasa de mortalidad;Hombres;14;2019;0,110481
Tasa de mortalidad;Hombres;14;2018;0,08468
Tasa de mortalidad;Hombres;14;2017;0,108457
Tasa de mortalidad;Hombres;14;2016;0,089959
Tasa de mortalidad;Hombres;14;2015;0,103281
Tasa de mortalidad;Hombres;14;2014;0,161321
Tasa de mortalidad;Hombres;14;2013;0,062637
Tasa de mortalidad;Hombres;14;2012;0,12674
Tasa de mortalidad;Hombres;14;2011;0,214728
Tasa de mortalidad;Hombres;14;2010;0,119949
Tasa de mortalidad;Hombres;14;2009;0,133538
Tasa de mortalidad;Hombres;14;2008;0,190425
Tasa de mortalidad;Hombres;14;2007;0,240103
Tasa de mortalidad;Hombres;14;2006;0,146794
Tasa de mortalidad;Hombres;14;2005;0,224257
Tasa de mortalidad;Hombres;14;2004;0,236813
Tasa de mortalidad;Hombres;14;2003;0,222648
Tasa de mortalidad;Hombres;14;2002;0,285427
Tasa de mortalidad;Hombres;14;2001;0,238635
Tasa de mortalidad;Hombres;14;2000;0,321435
Tasa de mortalidad;Hombres;14;1999;0,242495
Tasa de mortalidad;Hombres;14;1998;0,301621
Tasa de mortalidad;Hombres;14;1997;0,269454
Tasa de mortalidad;Hombres;14;1996;0,313207
Tasa de mortalidad;Hombres;14;1995;0,312806
Tasa de mortalidad;Hombres;14;1994;0,306082
Tasa de mortalidad;Hombres;14;1993;0,342451
Tasa de mortalidad;Hombres;14;1992;0,282644
Tasa de mortalidad;Hombres;14;1991;0,329704
Tasa de mortalidad;Hombres;15;2020;0,097859
Tasa de mortalidad;Hombres;15;2019;0,143746
Tasa de mortalidad;Hombres;15;2018;0,132481
Tasa de mortalidad;Hombres;15;2017;0,106487
Tasa de mortalidad;Hombres;15;2016;0,132912
Tasa de mortalidad;Hombres;15;2015;0,17849
Tasa de mortalidad;Hombres;15;2014;0,165642
Tasa de mortalidad;Hombres;15;2013;0,167557
Tasa de mortalidad;Hombres;15;2012;0,191311
Tasa de mortalidad;Hombres;15;2011;0,142296
Tasa de mortalidad;Hombres;15;2010;0,16471
Tasa de mortalidad;Hombres;15;2009;0,219681
Tasa de mortalidad;Hombres;15;2008;0,236055
Tasa de mortalidad;Hombres;15;2007;0,314613
Tasa de mortalidad;Hombres;15;2006;0,326743
Tasa de mortalidad;Hombres;15;2005;0,316931
Tasa de mortalidad;Hombres;15;2004;0,332892
Tasa de mortalidad;Hombres;15;2003;0,332758
Tasa de mortalidad;Hombres;15;2002;0,348753
Tasa de mortalidad;Hombres;15;2001;0,306535
Tasa de mortalidad;Hombres;15;2000;0,348
Tasa de mortalidad;Hombres;15;1999;0,363819
Tasa de mortalidad;Hombres;15;1998;0,359084
Tasa de mortalidad;Hombres;15;1997;0,336788
Tasa de mortalidad;Hombres;15;1996;0,334884
Tasa de mortalidad;Hombres;15;1995;0,327207
Tasa de mortalidad;Hombres;15;1994;0,346741
Tasa de mortalidad;Hombres;15;1993;0,383614
Tasa de mortalidad;Hombres;15;1992;0,395836
Tasa de mortalidad;Hombres;15;1991;0,47627
Tasa de mortalidad;Hombres;16;2020;0,138431
Tasa de mortalidad;Hombres;16;2019;0,171745
Tasa de mortalidad;Hombres;16;2018;0,206787
Tasa de mortalidad;Hombres;16;2017;0,208784
Tasa de mortalidad;Hombres;16;2016;0,216751
Tasa de mortalidad;Hombres;16;2015;0,187627
Tasa de mortalidad;Hombres;16;2014;0,13131
Tasa de mortalidad;Hombres;16;2013;0,173008
Tasa de mortalidad;Hombres;16;2012;0,215004
Tasa de mortalidad;Hombres;16;2011;0,172941
Tasa de mortalidad;Hombres;16;2010;0,249299
Tasa de mortalidad;Hombres;16;2009;0,241808
Tasa de mortalidad;Hombres;16;2008;0,368957
Tasa de mortalidad;Hombres;16;2007;0,390135
Tasa de mortalidad;Hombres;16;2006;0,428907
Tasa de mortalidad;Hombres;16;2005;0,457295
Tasa de mortalidad;Hombres;16;2004;0,396353
Tasa de mortalidad;Hombres;16;2003;0,45383
Tasa de mortalidad;Hombres;16;2002;0,47072
Tasa de mortalidad;Hombres;16;2001;0,480638
Tasa de mortalidad;Hombres;16;2000;0,524161
Tasa de mortalidad;Hombres;16;1999;0,489459
Tasa de mortalidad;Hombres;16;1998;0,499262
Tasa de mortalidad;Hombres;16;1997;0,523201
Tasa de mortalidad;Hombres;16;1996;0,455471
Tasa de mortalidad;Hombres;16;1995;0,580871
Tasa de mortalidad;Hombres;16;1994;0,468382
Tasa de mortalidad;Hombres;16;1993;0,493411
Tasa de mortalidad;Hombres;16;1992;0,644595
Tasa de mortalidad;Hombres;16;1991;0,752325
Tasa de mortalidad;Hombres;17;2020;0,165513
Tasa de mortalidad;Hombres;17;2019;0,190966
Tasa de mortalidad;Hombres;17;2018;0,164208
Tasa de mortalidad;Hombres;17;2017;0,227943
Tasa de mortalidad;Hombres;17;2016;0,155514
Tasa de mortalidad;Hombres;17;2015;0,266347
Tasa de mortalidad;Hombres;17;2014;0,17738
Tasa de mortalidad;Hombres;17;2013;0,187332
Tasa de mortalidad;Hombres;17;2012;0,249137
Tasa de mortalidad;Hombres;17;2011;0,247503
Tasa de mortalidad;Hombres;17;2010;0,290958
Tasa de mortalidad;Hombres;17;2009;0,321334
Tasa de mortalidad;Hombres;17;2008;0,479684
Tasa de mortalidad;Hombres;17;2007;0,487644
Tasa de mortalidad;Hombres;17;2006;0,44015
Tasa de mortalidad;Hombres;17;2005;0,562551
Tasa de mortalidad;Hombres;17;2004;0,601205
